sentence,sentiment,dictionary_classification
` ` trend sport leisure market favorable first month year .,positive,positive
"pre - tax profit total eur . mn , eur . mn .",positive,-1
berkshire apply boost wells fargo stake percent,positive,positive
"moreover , konecranes kito intend transfer hoist distribution business konecranes ' japanese joint venture mhs konecranes kito .",neutral,neutral
company disclose price acquisition .,neutral,neutral
fancy dans move fab glasgow gift interior store fancy dans move !,neutral,neutral
starbuck ' digital strategy drive significant growth customer loyalty $ sbux,positive,positive
"retail chain suomen l+ñhikauppa give index . , airline sas . , teliasonera ' broadband . , german retail chain lidl . , tele finland ' mobile subscription . , tallink shipping line . , power company helsinki energy . .",neutral,neutral
"-real corporation stock exchange release august . pm -real receive eur million cash payment sappi -real corporation , part mets+ñliitto group , divest graphic papers business sappi limited end eur million .",neutral,neutral
amendment incur additional cost .,neutral,neutral
"operate result , exclude one- item , total eur . mn compare eur . mn continue operation , exclude one- item .",neutral,-1
mill long tradition hold establish position market .,positive,positive
"lot metal stock look like -% run await . long $ ssri,$paas $ nem high quality name go metal price cooperate",positive,positive
"$ endp - see large order one last week , someone also accumulate may & jun ' call today",positive,positive
thank $ goog ( google alphabet ) $ fb ( facebook ) stock ! nice reversal .,positive,positive
elcoteq elcoteq se lead electronic manufacturing service ( ems ) company communication technology field .,positive,positive
"company operate worldwide employ total approximately , person .",neutral,neutral
okmetic board director also decide new share ownership program direct company ' top management .,neutral,neutral
"lead production , turn , increase , tonne would twofold increase current capacity level , zahariev say .",positive,positive
aspocomp large factory china factory building project india halt due financing problem .,negative,-1
"$ tsla fire , day row . someone neeeed ! !",positive,positive
"october - december sale mln eur , . pct increase year year .",positive,positive
ge building facility wind power developer invenergy wind llc .,neutral,neutral
"update -bhp billiton ' credit rating fragile fy , agency warn",negative,negative
"( adp news ) - nov , - finnish paper , packaging forest product company stora enso oyj ( omx : sterv ) say today would invest eur million ( usd . ) build power plant ostroleka mi",neutral,neutral
transaction announce september pohjola insurance agree pay eur million ( usd . ) cash pohjantahti .,neutral,neutral
"previously , project figure slightly low .",neutral,neutral
"total value project eurm , include plot transfer atria .",neutral,neutral
operate profit rise eur . mn eur . mn .,positive,positive
share shall acquire accord rule nasdaq omx helsinki otherwise accord rule relate acquisition company ' share .,neutral,neutral
"accord prosecutor , share transaction carry hk ruokatalo proceed negotiation concern acquisition swedish meats .",neutral,neutral
"operate profit total eur . mn , eur . mn year .",negative,-1
arm slam handset sale outlook,negative,negative
"britain ' ftse gain , land securities dividend hike",positive,positive
builder persimmon hail % rise house sale,positive,positive
dividend go grimaldi family .,neutral,neutral
"economic development china long take place east coast shanghai area , vauramo say .",neutral,neutral
"jun. , ( aol weblogs deliver newstex ) -- look like e upstaged nokia ' ( nyse : nok ) premier business - class smartphone -- someone espoo ' hit corporate youtube account promo video e .",neutral,neutral
$ nihd insider get one wrong . look bottom . rsi,negative,negative
"laavainen say benecol well know europe us , market year .",neutral,neutral
"company also appoint leif rosen head special plate unit include quarto plate unit degerfors , sweden , new castle , usa , unit willich , germany , well pressplate prefab avesta plate service centre nordic degerfors .",neutral,neutral
"potential defect third - row seat belt . tesla motors recall , model x suv $ tsla",negative,negative
"altogether capman employ approximately people helsinki , stockholm , copenhagen , oslo , moscow luxembourg .",neutral,neutral
"segment company operate frozen food business , seafoods , vegetable oil business , grain trading business operation .",neutral,neutral
"base negotiation personnel , % indicate willingness move new location .",neutral,neutral
france raise concern propose lse - deutsche boerse deal,negative,negative
", new share option right plan packaging company huhtamaki oyj report monday total , new share company issue base share subscription option right plan .",neutral,neutral
"sullivan say board ` ` really involve lot work , people get pay time . ''",neutral,neutral
expansion deliver fourth quarter .,neutral,neutral
aspokem post operating profit . mln euro ( $ . mln ) net sale . mln euro ( $ . mln ) .,neutral,neutral
"accord karhinen , op - pohjola exciting enterprise cooperation bring huge opportunity customer company .",positive,positive
"u.k. stocks resume gains rally record ; crh , tullow climb",positive,positive
$ fio ' stay,positive,-1
"decision reflect underutilisation line , produce nonwoven use medical wipe application well automotive industry .",neutral,neutral
court find telecominvest ' argument convincing .,positive,positive
"large restructuring plan italy , negotiation job cut initiate today , company note .",neutral,-1
"operate profit total eur . mn , eur . mn .",negative,-1
